reading_score,listening_score,writing_score,speaking_score,age,gap_year,marital_status,visa_type,label
6.5,8.2,6.5,6.3,39,5,married,STUDENT,0
7.0,6.6,6.5,6.8,42,3,divorced,DEPENDENT,0
5.3,6.3,8.8,5.7,26,4,single,WORK,0
5.6,6.4,6.8,5.1,31,4,single,STUDENT,0
5.9,7.4,5.8,7.0,50,0,married,STUDENT,1
6.3,5.8,6.2,6.8,42,7,single,DEPENDENT,0
6.9,5.9,7.0,8.4,48,4,single,DEPENDENT,0
8.3,7.2,6.7,5.8,46,2,single,WORK,1
5.8,6.9,6.9,6.6,56,0,married,WORK,1
5.5,5.5,6.2,7.2,37,5,married,WORK,0
7.1,7.7,6.8,6.9,53,1,single,STUDENT,1
5.6,6.1,8.3,7.9,32,6,married,DEPENDENT,1
4.7,6.8,5.2,5.2,42,6,single,DEPENDENT,0
6.2,7.1,6.9,6.1,56,4,single,WORK,0
8.7,7.3,9.0,6.0,20,1,single,STUDENT,1
8.3,5.8,4.5,5.9,23,0,single,WORK,0
6.1,7.5,5.9,6.1,22,4,single,WORK,0
4.0,6.1,7.9,5.1,33,3,married,STUDENT,0
7.6,4.8,6.0,5.6,23,3,married,WORK,0
7.1,7.4,6.0,7.3,38,0,married,STUDENT,1
6.2,6.7,4.6,8.3,36,4,married,WORK,0
6.2,6.8,6.4,5.0,31,6,single,WORK,0
6.4,6.3,6.8,5.3,51,2,married,DEPENDENT,1
5.1,6.3,5.5,7.5,29,5,single,DEPENDENT,0
7.2,5.0,6.4,5.4,21,0,single,STUDENT,1
7.2,5.4,5.5,6.3,50,2,single,WORK,0
7.9,5.2,5.8,5.9,57,4,single,STUDENT,0
7.9,6.2,7.2,6.9,35,5,divorced,STUDENT,0
4.3,6.1,7.5,6.1,34,6,divorced,STUDENT,0
5.6,6.4,6.5,6.6,31,0,single,WORK,0
5.7,6.0,6.3,6.0,52,1,single,WORK,0
7.5,5.6,5.0,6.9,26,3,single,STUDENT,0
7.4,5.9,8.6,6.2,33,3,single,STUDENT,0
7.2,7.2,7.9,5.5,41,6,married,WORK,0
5.8,6.8,6.5,7.6,27,2,single,STUDENT,1
7.3,6.5,5.2,4.6,38,0,single,STUDENT,0
6.5,6.3,5.9,5.3,45,2,single,STUDENT,1
8.4,7.2,7.7,5.9,40,6,single,DEPENDENT,0
6.6,8.1,5.5,6.7,25,2,married,DEPENDENT,1
7.0,6.5,6.8,7.4,59,4,single,WORK,0
6.8,7.1,7.7,6.9,21,7,married,WORK,0
7.0,6.3,6.2,5.8,43,4,single,WORK,0
6.5,5.9,5.7,6.4,58,1,divorced,STUDENT,1
7.0,5.7,5.7,4.4,56,7,married,STUDENT,0
6.7,5.9,6.5,5.4,55,0,single,WORK,0
7.2,6.1,6.5,6.1,22,6,married,DEPENDENT,1
6.9,5.3,6.8,9.0,46,2,married,STUDENT,1
5.6,5.2,6.6,7.2,31,7,married,DEPENDENT,1
7.1,7.2,6.8,6.2,24,0,single,DEPENDENT,0
5.9,6.2,5.7,5.6,54,2,married,DEPENDENT,1
6.8,7.7,7.6,8.0,53,3,single,DEPENDENT,0
6.0,6.6,7.6,6.4,46,5,married,STUDENT,0
6.4,7.5,7.4,6.9,32,3,single,WORK,1
6.8,6.1,7.1,7.4,57,4,married,DEPENDENT,1
5.1,4.4,8.0,7.0,31,4,married,STUDENT,0
6.8,7.6,5.9,6.3,34,0,single,WORK,1
7.1,6.8,6.3,7.8,20,0,single,STUDENT,1
5.5,6.7,7.2,4.4,50,4,single,STUDENT,0
6.4,4.5,7.1,5.6,53,6,married,STUDENT,0
6.6,4.5,5.8,7.1,46,2,single,WORK,0
4.9,6.6,6.3,5.6,23,2,married,STUDENT,0
7.1,7.9,5.4,6.0,42,6,divorced,WORK,0
6.5,8.3,4.6,5.0,18,6,single,STUDENT,0
6.8,6.3,5.2,5.4,21,4,single,WORK,0
7.9,5.7,7.6,5.0,36,5,married,STUDENT,0
5.3,6.3,5.8,4.7,20,1,married,DEPENDENT,1
7.3,7.4,6.6,6.3,21,0,divorced,STUDENT,1
7.8,4.7,8.3,5.9,39,3,married,DEPENDENT,1
8.0,5.3,7.3,6.1,44,7,single,STUDENT,0
6.8,9.0,6.8,5.2,45,6,single,DEPENDENT,0
7.0,5.8,6.5,7.0,46,0,single,STUDENT,1
6.4,5.5,5.3,7.9,58,2,married,STUDENT,1
6.0,5.3,6.6,5.0,53,1,married,STUDENT,0
5.6,6.1,4.6,7.8,38,4,single,STUDENT,0
7.4,7.2,5.8,7.2,39,3,married,STUDENT,0
6.8,5.9,5.6,6.0,30,1,single,STUDENT,1
6.5,6.5,6.2,6.0,24,1,single,WORK,0
6.2,6.2,6.1,8.5,40,6,single,WORK,0
7.5,5.7,5.7,4.8,50,7,single,STUDENT,0
7.9,6.7,6.7,8.6,59,7,single,DEPENDENT,0
8.1,6.6,8.4,6.9,51,6,divorced,STUDENT,0
5.8,6.5,7.7,6.1,39,2,single,STUDENT,1
4.4,5.7,7.7,6.4,47,1,single,DEPENDENT,0
6.9,5.9,5.4,7.0,44,5,single,DEPENDENT,0
7.5,6.6,8.2,6.6,51,6,single,STUDENT,0
6.3,5.6,5.9,7.9,42,4,married,STUDENT,0
7.3,5.4,5.8,7.3,41,2,married,STUDENT,1
6.2,5.9,5.3,7.9,52,0,married,STUDENT,1
6.8,6.0,7.4,7.1,26,2,single,STUDENT,1
7.5,5.9,5.8,8.4,57,1,single,STUDENT,1
8.4,6.1,7.0,6.7,30,5,single,STUDENT,0
6.4,8.6,6.7,7.3,30,4,married,STUDENT,0
7.4,6.0,7.8,7.4,59,6,married,STUDENT,0
8.2,7.5,6.0,6.7,55,5,married,STUDENT,0
5.8,7.4,4.5,6.5,18,4,single,WORK,0
5.6,5.4,7.2,8.3,57,5,married,WORK,0
8.5,7.3,5.5,5.0,19,3,single,STUDENT,0
8.0,6.2,6.0,6.0,34,1,single,WORK,1
5.5,7.2,8.0,4.9,43,3,single,WORK,0
7.8,4.9,8.0,6.2,39,7,single,STUDENT,0
7.3,5.5,6.1,5.6,38,3,single,DEPENDENT,0
8.4,7.2,5.9,5.9,36,4,single,STUDENT,0
6.7,6.2,5.5,6.8,38,1,divorced,STUDENT,1
6.9,6.0,6.7,7.2,26,7,married,STUDENT,0
6.4,6.7,6.0,8.7,53,2,married,STUDENT,1
7.6,7.1,5.8,6.1,29,4,divorced,DEPENDENT,0
5.7,5.8,5.8,6.5,57,5,married,WORK,0
5.2,6.2,7.1,7.2,21,0,single,DEPENDENT,0
5.4,7.2,7.9,6.5,21,3,single,STUDENT,0
5.4,6.3,8.0,5.9,50,6,single,DEPENDENT,0
6.9,6.9,7.6,7.0,50,7,single,WORK,0
7.2,6.4,6.9,6.1,33,2,single,STUDENT,1
8.9,6.5,7.7,5.3,24,5,single,WORK,0
6.5,7.7,4.2,6.3,50,2,single,DEPENDENT,0
7.0,6.7,7.1,7.7,37,0,married,WORK,1
5.3,4.8,6.6,7.5,41,4,married,WORK,0
9.0,6.6,7.9,7.4,35,4,married,WORK,0
6.0,6.6,4.8,6.4,57,2,single,STUDENT,0
6.7,6.5,7.6,5.6,20,6,married,STUDENT,0
5.6,5.3,5.6,6.6,21,0,single,STUDENT,0
6.1,6.9,6.6,7.3,28,1,married,WORK,1
6.3,4.8,6.1,6.8,59,5,single,STUDENT,0
5.5,8.5,7.1,6.5,20,0,single,WORK,0
6.3,7.0,7.4,7.5,43,2,married,STUDENT,1
7.8,6.4,6.8,6.8,26,5,single,WORK,0
6.5,7.8,6.5,4.9,24,6,married,STUDENT,0
7.2,7.2,7.6,6.9,30,6,single,STUDENT,0
6.6,7.7,4.9,7.5,27,0,single,WORK,1
7.5,5.2,7.4,5.7,30,6,married,WORK,0
6.0,7.0,7.3,8.0,46,2,single,WORK,1
6.4,5.4,7.2,4.4,52,3,single,WORK,0
5.8,7.7,7.3,5.7,47,5,married,DEPENDENT,1
7.7,5.8,7.0,6.2,48,5,married,WORK,0
6.3,6.0,6.1,6.1,31,1,single,STUDENT,1
8.0,6.2,7.0,8.0,19,0,single,WORK,0
5.7,7.3,5.6,8.6,53,3,divorced,STUDENT,0
7.7,7.1,8.1,6.3,37,0,divorced,STUDENT,1
5.4,6.1,4.7,7.0,53,6,married,STUDENT,0
6.0,6.8,6.7,7.3,30,0,single,WORK,1
5.9,5.4,7.1,7.1,21,2,single,STUDENT,1
7.1,5.8,7.0,7.0,56,4,single,WORK,0
7.0,6.8,5.6,6.9,50,3,divorced,STUDENT,0
7.9,7.0,6.7,5.5,35,1,single,STUDENT,1
7.4,5.2,6.8,6.3,21,6,married,STUDENT,0
9.0,6.1,4.7,4.8,39,4,single,STUDENT,0
7.4,6.4,7.5,8.0,26,0,married,STUDENT,1
7.3,6.8,4.7,6.8,42,4,single,DEPENDENT,0
6.4,6.0,6.7,7.5,58,0,married,DEPENDENT,1
6.6,6.5,4.3,5.6,28,5,single,WORK,0
5.8,4.7,7.1,4.9,49,1,single,DEPENDENT,0
5.9,5.8,6.1,6.4,51,6,married,WORK,0
6.0,6.3,5.0,7.6,59,7,married,STUDENT,0
6.6,6.5,6.2,5.9,32,5,single,STUDENT,0
7.5,5.3,7.5,8.4,56,5,single,WORK,0
7.3,6.5,6.2,6.5,52,0,married,STUDENT,1
4.8,6.6,8.9,5.2,39,2,married,WORK,0
4.3,6.4,6.5,7.9,40,1,single,WORK,0
7.8,5.7,6.0,6.5,58,4,single,WORK,0
8.4,6.5,7.2,5.7,55,5,married,DEPENDENT,1
8.4,5.9,6.3,5.7,45,5,single,STUDENT,0
6.6,6.3,6.5,9.0,27,5,single,DEPENDENT,0
5.4,7.4,6.3,7.4,41,1,single,DEPENDENT,0
5.5,6.9,5.4,7.0,55,6,single,DEPENDENT,0
6.7,5.0,6.8,2.9,40,3,married,STUDENT,0
7.4,6.2,7.9,7.4,55,1,single,WORK,1
5.2,5.4,6.0,5.0,51,6,single,WORK,0
6.4,6.5,6.6,7.4,46,4,single,STUDENT,0
5.8,5.1,6.0,7.7,59,1,single,STUDENT,1
6.2,8.1,7.4,7.6,24,6,single,STUDENT,0
5.7,7.9,6.1,5.0,35,2,single,WORK,0
7.2,6.6,7.8,5.4,21,3,single,DEPENDENT,0
6.9,6.7,8.1,6.2,48,7,single,STUDENT,0
5.7,7.8,7.2,6.0,33,4,divorced,STUDENT,0
7.4,5.5,8.1,7.0,20,1,single,DEPENDENT,0
6.8,5.8,6.0,6.5,45,3,married,STUDENT,0
7.4,5.2,7.9,5.6,25,6,single,WORK,0
4.0,6.2,6.4,7.1,29,6,married,DEPENDENT,1
6.5,6.7,7.2,6.3,55,1,married,STUDENT,1
6.4,6.6,5.4,5.5,53,7,married,STUDENT,0
7.1,6.7,6.8,5.4,28,5,single,STUDENT,0
6.5,8.9,7.3,4.3,48,1,single,STUDENT,1
6.5,8.2,7.1,7.0,46,0,married,WORK,1
5.8,4.2,7.6,5.6,25,4,single,WORK,0
9.0,8.5,5.0,7.2,55,7,divorced,DEPENDENT,0
7.1,8.4,6.3,6.2,59,6,married,WORK,0
6.5,7.3,5.9,6.8,40,2,married,STUDENT,1
6.0,6.6,6.8,5.8,26,5,married,STUDENT,0
5.8,6.1,7.2,5.9,41,0,married,STUDENT,1
7.2,7.5,7.4,5.6,44,7,single,STUDENT,0
4.6,5.8,7.5,6.4,34,5,single,WORK,0
7.3,7.4,7.8,3.8,40,2,married,WORK,1
7.4,8.5,5.5,6.2,30,5,single,WORK,0
6.4,6.5,6.9,6.9,45,5,single,WORK,0
6.6,5.8,5.9,6.9,57,4,single,WORK,0
4.4,6.9,7.2,6.2,58,1,single,WORK,0
7.5,6.1,5.7,7.2,51,2,single,STUDENT,1
8.0,7.1,7.2,6.9,53,5,single,DEPENDENT,0
6.2,7.5,7.0,7.2,36,0,single,DEPENDENT,0
7.7,7.0,4.8,5.6,27,4,single,WORK,0
6.2,6.2,7.7,7.2,45,5,single,STUDENT,0
5.4,4.3,6.6,7.3,51,6,single,STUDENT,0
6.1,6.1,4.6,7.4,32,6,married,DEPENDENT,1
7.0,7.0,9.0,6.4,27,0,married,WORK,1
7.4,5.6,4.6,7.0,35,4,married,WORK,0
6.7,7.8,5.8,5.4,43,2,divorced,WORK,0
6.5,6.7,6.4,6.9,24,4,single,STUDENT,0
6.5,6.2,6.3,6.1,25,0,married,DEPENDENT,1
6.8,7.1,6.5,7.0,57,1,married,WORK,1
6.9,7.5,7.1,7.1,56,4,married,STUDENT,0
8.3,7.3,7.7,6.1,32,5,married,STUDENT,0
7.2,4.8,4.9,5.9,49,0,married,DEPENDENT,1
6.0,6.1,6.4,5.3,25,3,single,WORK,0
5.9,7.0,6.8,7.9,32,6,single,STUDENT,0
5.5,7.7,7.3,6.1,24,0,married,WORK,1
6.8,7.8,5.4,8.2,24,4,single,WORK,0
7.4,7.2,5.8,6.0,20,2,single,WORK,0
5.9,6.6,4.2,6.7,21,1,married,STUDENT,0
9.0,5.6,7.0,6.9,36,0,married,DEPENDENT,1
4.2,4.6,5.5,6.8,45,1,single,STUDENT,0
6.0,5.9,7.1,6.3,25,5,married,DEPENDENT,1
5.9,5.9,6.6,6.6,45,2,single,STUDENT,1
6.2,6.6,7.8,5.4,40,0,divorced,WORK,1
6.6,6.3,7.8,5.4,56,6,single,DEPENDENT,0
7.1,6.8,5.6,5.2,54,6,divorced,DEPENDENT,0
6.4,6.0,7.9,6.7,51,6,divorced,STUDENT,0
7.5,5.1,6.2,6.2,54,3,married,WORK,0
7.6,7.1,8.3,4.6,18,7,married,STUDENT,0
6.9,4.4,6.9,5.4,24,3,married,STUDENT,0
7.0,6.3,6.4,7.6,24,1,married,STUDENT,1
8.2,7.3,7.4,7.0,44,0,single,WORK,1
6.8,7.2,4.7,5.4,57,3,married,WORK,0
6.6,7.3,5.9,7.1,47,1,married,STUDENT,1
3.6,8.5,5.7,7.5,27,3,single,STUDENT,0
6.0,6.4,6.1,6.0,56,1,married,WORK,0
7.2,6.9,6.1,6.6,29,2,married,STUDENT,1
6.4,7.0,7.4,6.8,22,7,single,DEPENDENT,0
7.9,5.7,6.7,5.7,22,1,divorced,DEPENDENT,0
8.0,6.3,6.8,5.2,27,1,single,WORK,1
6.4,8.3,6.6,8.2,31,2,single,STUDENT,1
5.4,5.3,5.6,7.3,36,5,married,WORK,0
7.2,6.0,5.3,6.7,24,7,single,WORK,0
6.7,7.0,4.8,6.5,18,4,divorced,WORK,0
7.0,4.9,6.4,6.8,57,0,single,STUDENT,1
5.1,6.1,6.3,5.3,23,7,single,DEPENDENT,0
5.4,8.7,8.2,7.0,55,0,divorced,WORK,1
4.6,5.5,5.1,5.7,51,0,married,STUDENT,0
5.9,6.2,6.2,7.4,47,0,married,STUDENT,1
6.2,7.8,5.9,8.3,32,2,divorced,STUDENT,1
5.1,5.8,7.6,6.1,46,5,single,WORK,0
7.5,6.5,5.0,7.0,39,5,married,WORK,0
7.7,7.7,5.2,6.9,26,4,married,DEPENDENT,1
6.0,7.2,7.2,6.7,55,1,single,WORK,1
6.9,7.6,6.3,7.0,29,2,married,STUDENT,1
8.1,7.4,4.4,6.1,45,5,divorced,STUDENT,0
5.7,4.2,6.6,5.7,39,3,single,STUDENT,0
6.7,5.1,6.4,4.7,52,5,single,STUDENT,0
7.2,7.7,3.2,6.3,26,5,married,WORK,0
6.0,3.8,5.0,7.1,30,6,single,STUDENT,0
5.9,6.2,8.2,8.2,34,3,single,WORK,1
5.8,4.7,7.8,5.3,32,2,single,STUDENT,0
6.5,6.3,6.2,7.1,43,6,married,STUDENT,0
6.1,7.1,8.2,7.3,59,2,single,STUDENT,1
8.6,7.9,5.8,6.4,56,6,single,WORK,0
5.8,6.5,7.7,6.9,52,4,single,WORK,0
6.9,6.3,6.5,5.7,47,0,married,DEPENDENT,1
6.6,7.7,6.7,6.0,48,4,single,STUDENT,0
7.6,6.0,4.0,6.5,45,0,single,STUDENT,1
5.3,7.4,7.0,6.3,30,6,married,STUDENT,0
7.0,6.5,5.6,6.0,24,2,single,STUDENT,1
5.9,7.6,8.0,6.4,53,7,single,WORK,0
7.1,6.4,7.8,5.8,44,6,single,WORK,0
7.3,4.7,8.0,8.2,59,3,married,STUDENT,0
7.3,7.5,6.2,7.7,56,6,married,STUDENT,0
6.0,5.9,7.1,6.5,58,6,married,WORK,0
6.9,5.3,6.9,6.5,48,1,married,WORK,0
5.9,6.8,6.8,6.0,29,7,married,DEPENDENT,1
5.4,5.8,4.7,5.8,29,2,single,DEPENDENT,0
6.1,6.3,6.0,6.2,53,4,single,STUDENT,0
6.9,5.4,5.9,6.4,19,2,single,STUDENT,1
6.3,7.4,6.1,5.9,23,2,married,WORK,0
6.6,5.5,4.8,7.1,23,2,single,WORK,0
6.2,5.6,5.5,7.2,38,3,single,STUDENT,0
5.8,6.9,7.8,6.9,29,0,married,STUDENT,1
9.0,6.8,7.1,5.5,23,3,single,STUDENT,0
5.6,7.4,8.0,7.4,45,1,married,STUDENT,1
6.2,5.3,6.4,6.2,34,1,single,WORK,0
7.5,5.7,7.7,7.4,21,2,single,WORK,1
7.5,7.1,6.9,6.1,50,4,single,STUDENT,0
6.5,6.9,7.2,7.0,49,2,single,STUDENT,1
5.5,7.3,6.1,6.4,31,2,single,WORK,0
6.8,6.9,6.6,6.9,52,0,single,STUDENT,1
7.7,5.3,4.2,7.1,45,0,single,STUDENT,1
6.7,6.2,6.8,5.9,58,0,single,STUDENT,1
5.0,6.9,7.1,5.7,19,5,single,WORK,0
6.1,7.3,6.6,5.1,21,6,single,STUDENT,0
4.7,8.2,6.0,6.1,25,6,single,WORK,0
7.3,7.2,6.4,7.3,54,7,married,WORK,0
5.0,8.3,6.4,5.3,36,7,married,STUDENT,0
6.2,5.3,6.1,7.9,39,5,single,STUDENT,0
5.0,6.6,6.5,5.7,21,3,married,STUDENT,0
8.3,5.3,4.7,8.2,18,2,married,WORK,0
5.4,5.5,5.6,6.8,53,0,married,STUDENT,0
5.8,6.1,6.3,5.5,52,6,single,DEPENDENT,0
6.7,6.6,6.6,7.0,32,3,single,STUDENT,0
6.3,6.1,5.3,7.6,48,0,married,WORK,0
5.8,5.9,5.8,7.6,25,0,married,STUDENT,1
5.3,7.1,5.2,7.2,52,4,divorced,WORK,0
7.9,5.5,7.0,6.8,55,5,single,DEPENDENT,0
7.1,4.1,4.4,7.6,48,1,divorced,WORK,0
5.5,6.2,5.5,5.9,19,5,married,STUDENT,0
6.5,7.0,5.8,5.9,30,0,married,DEPENDENT,1
6.0,6.5,5.0,6.4,24,2,married,WORK,0
6.6,7.4,7.4,6.6,24,7,single,WORK,0
7.0,6.2,8.9,7.2,38,3,single,WORK,1
7.9,6.1,5.7,5.9,55,1,married,STUDENT,1
8.2,5.4,7.0,6.1,26,3,single,STUDENT,0
6.7,6.7,5.0,5.5,28,3,married,STUDENT,0
5.5,5.5,7.0,7.8,24,7,single,WORK,0
5.5,5.8,7.3,6.9,58,4,single,STUDENT,0
6.8,9.0,6.6,6.6,26,2,married,DEPENDENT,1
6.7,5.6,6.0,4.4,40,3,married,STUDENT,0
6.3,5.3,6.8,5.7,52,6,single,WORK,0
7.8,6.1,7.3,7.4,44,0,single,STUDENT,1
7.0,7.1,6.6,7.9,37,7,single,STUDENT,0
6.8,8.3,6.0,7.3,58,3,single,STUDENT,0
5.6,7.9,6.7,5.0,29,3,single,WORK,0
7.2,7.5,6.5,9.0,55,3,single,STUDENT,0
6.8,6.0,8.2,8.0,48,2,married,STUDENT,1
7.7,6.0,7.7,5.8,44,3,married,WORK,1
5.8,6.4,6.7,7.5,42,6,single,DEPENDENT,0
4.7,6.8,5.2,5.7,25,5,married,DEPENDENT,1
6.2,7.7,5.4,5.3,28,3,single,STUDENT,0
6.5,7.2,6.3,5.6,35,6,married,WORK,0
6.1,7.3,6.8,7.8,44,3,single,WORK,1
5.7,5.9,7.5,6.9,20,7,married,STUDENT,0
6.4,6.4,6.4,8.1,22,1,single,STUDENT,1
5.9,7.1,5.5,6.6,58,7,married,DEPENDENT,1
5.3,7.2,5.6,7.9,36,2,single,STUDENT,1
4.1,5.4,4.8,4.5,35,4,single,STUDENT,0
4.3,7.8,7.5,6.9,29,6,married,WORK,0
7.7,6.4,8.0,8.0,21,3,single,STUDENT,0
4.5,6.6,7.1,5.8,35,3,single,WORK,0
6.9,6.2,6.8,6.3,26,1,married,STUDENT,1
7.2,6.1,5.2,7.5,35,4,married,STUDENT,0
7.7,7.4,6.6,6.0,54,0,single,DEPENDENT,0
6.9,7.4,7.7,6.8,56,1,married,WORK,1
6.3,7.9,6.2,5.6,45,7,single,STUDENT,0
6.7,6.8,6.1,6.8,34,0,married,WORK,1
6.3,5.8,7.3,6.8,58,5,single,WORK,0
5.0,8.2,7.1,6.2,36,3,single,WORK,1
7.7,6.6,6.9,5.6,42,7,married,DEPENDENT,1
7.0,5.0,5.1,6.1,51,4,married,STUDENT,0
7.2,7.8,6.6,6.2,43,1,married,STUDENT,1
5.7,9.0,6.6,5.9,46,4,married,STUDENT,0
5.8,6.8,6.6,5.9,27,2,married,STUDENT,1
5.4,7.8,5.1,5.5,50,7,single,WORK,0
7.1,6.6,7.8,7.0,39,5,single,STUDENT,0
6.0,7.1,5.4,5.8,49,2,married,WORK,0
7.5,6.2,9.0,7.8,51,2,single,STUDENT,1
6.4,3.9,6.1,7.4,33,1,married,WORK,0
6.7,6.2,5.2,7.9,35,5,married,STUDENT,0
5.6,6.2,5.3,3.9,45,2,single,WORK,0
6.3,5.8,6.3,7.2,32,4,single,STUDENT,0
8.1,6.5,5.5,5.6,26,1,married,STUDENT,1
8.0,6.0,7.7,5.6,46,0,single,DEPENDENT,0
6.2,6.8,4.8,6.4,36,6,married,WORK,0
5.8,5.5,6.4,7.5,21,1,single,WORK,0
4.9,7.2,6.3,6.7,43,0,single,STUDENT,1
6.0,4.0,4.8,6.8,53,4,married,STUDENT,0
7.6,5.6,7.3,6.8,21,4,married,STUDENT,0
7.4,6.8,5.6,4.8,39,5,single,DEPENDENT,0
6.4,6.0,4.8,7.2,24,4,divorced,STUDENT,0
6.3,4.5,6.4,6.5,49,5,divorced,STUDENT,0
5.4,8.6,9.0,8.2,59,3,married,STUDENT,0
6.7,6.4,6.9,4.2,48,6,single,WORK,0
7.4,7.5,7.3,6.8,23,6,married,STUDENT,0
7.4,6.6,6.0,5.4,48,5,single,WORK,0
5.5,5.5,6.1,7.4,27,7,single,STUDENT,0
5.0,9.0,5.2,7.7,43,5,single,STUDENT,0
6.6,5.2,4.8,7.2,27,6,single,DEPENDENT,0
7.9,6.7,6.5,6.1,52,1,single,STUDENT,1
5.8,6.0,5.3,6.8,53,5,married,DEPENDENT,1
7.4,8.1,7.5,6.6,32,1,married,STUDENT,1
3.0,5.2,7.7,5.9,23,0,married,STUDENT,0
5.5,6.1,6.3,8.5,52,7,single,STUDENT,0
6.2,6.0,6.4,7.8,39,1,married,STUDENT,1
6.6,6.1,5.2,5.3,27,6,single,STUDENT,0
8.6,7.0,7.7,8.0,53,6,married,STUDENT,0
5.0,6.7,7.2,5.1,52,4,single,STUDENT,0
7.2,6.4,7.2,6.4,37,7,divorced,DEPENDENT,0
8.6,6.6,5.8,6.6,38,7,single,STUDENT,0
6.3,6.9,7.5,5.0,18,3,single,STUDENT,0
5.3,6.0,6.2,6.4,55,1,single,DEPENDENT,0
6.2,6.8,8.3,6.9,58,1,married,WORK,1
8.1,5.4,6.3,5.2,54,6,single,WORK,0
6.7,8.1,5.8,4.6,37,1,single,STUDENT,1
8.6,6.0,5.7,4.2,49,5,single,STUDENT,0
8.3,7.6,6.2,5.7,52,6,divorced,WORK,0
6.6,6.5,6.6,8.1,19,1,single,DEPENDENT,0
7.8,6.5,6.8,5.9,29,1,married,DEPENDENT,1
5.4,5.3,6.4,6.6,43,6,single,DEPENDENT,0
7.7,5.6,8.8,6.2,29,6,divorced,DEPENDENT,0
6.9,6.3,5.6,5.1,45,7,married,WORK,0
6.8,6.3,6.1,6.8,26,4,single,STUDENT,0
7.3,7.9,7.1,5.1,35,0,single,STUDENT,1
5.6,6.2,4.9,5.3,49,4,married,WORK,0
7.4,7.1,6.7,6.4,36,4,single,STUDENT,0
7.3,6.7,7.3,5.7,33,5,single,STUDENT,0
4.6,6.3,6.2,5.7,24,2,single,STUDENT,0
7.1,7.2,7.8,5.3,22,6,married,STUDENT,0
7.1,8.2,6.9,7.0,54,7,married,STUDENT,0
6.5,6.1,6.8,5.0,32,6,married,DEPENDENT,1
6.6,7.1,6.0,7.4,57,0,single,WORK,1
7.9,4.8,8.3,7.6,34,7,married,STUDENT,0
6.9,5.6,7.1,7.8,26,4,divorced,WORK,0
7.7,7.0,6.6,7.1,59,2,single,STUDENT,1
6.4,7.6,7.7,7.7,41,4,single,DEPENDENT,0
7.2,7.3,5.2,7.0,19,3,single,STUDENT,0
6.4,7.4,6.9,6.6,22,2,married,WORK,1
7.3,5.6,5.6,7.2,43,4,divorced,WORK,0
5.9,5.7,5.5,6.8,24,6,married,WORK,0
6.1,6.3,4.7,6.4,19,5,single,WORK,0
6.9,6.4,5.6,5.3,53,6,single,STUDENT,0
5.4,6.9,8.4,7.9,36,4,single,DEPENDENT,0
6.9,6.7,7.6,7.7,53,2,married,WORK,1
5.9,6.9,5.0,7.6,53,1,single,WORK,0
5.9,7.1,6.1,5.5,46,5,married,DEPENDENT,1
6.5,7.6,6.8,7.2,48,1,single,STUDENT,1
5.6,6.0,6.2,6.5,51,4,married,STUDENT,0
6.1,4.3,7.8,6.8,24,5,married,STUDENT,0
6.1,6.7,6.6,6.2,55,4,married,WORK,0
6.8,6.0,5.7,7.0,49,7,single,STUDENT,0
7.4,7.1,5.6,6.8,58,6,divorced,WORK,0
6.1,7.2,7.1,6.9,29,4,single,DEPENDENT,0
5.4,6.4,6.8,5.7,43,7,single,DEPENDENT,0
7.1,7.4,7.1,5.5,28,1,single,WORK,1
6.1,7.6,7.2,6.5,28,5,single,STUDENT,0
7.0,6.0,4.9,6.7,26,2,single,STUDENT,1
6.0,6.9,6.5,7.3,52,4,single,WORK,0
7.0,8.0,6.9,5.8,19,5,single,STUDENT,0
6.0,6.4,7.4,6.5,43,2,single,STUDENT,1
7.8,7.0,7.2,7.2,29,7,single,WORK,0
6.4,6.7,5.5,5.9,33,2,single,STUDENT,1
5.0,4.5,6.6,3.9,31,7,married,STUDENT,0
6.6,6.4,7.5,6.6,27,2,married,WORK,1
5.7,7.3,7.0,5.9,58,5,single,WORK,0
6.8,6.4,6.8,8.4,38,6,single,STUDENT,0
6.6,7.0,5.9,5.8,46,5,single,WORK,0
6.0,5.7,5.5,5.8,54,5,married,WORK,0
7.5,5.1,6.7,7.7,27,3,married,WORK,1
5.8,5.7,7.0,5.8,43,6,married,DEPENDENT,1
5.3,5.2,6.1,4.7,58,1,single,WORK,0
5.3,7.5,7.7,6.6,36,1,married,WORK,1
5.2,7.3,6.7,6.1,39,2,married,STUDENT,1
5.0,6.6,6.8,6.8,58,4,single,STUDENT,0
6.7,8.3,6.0,6.8,37,4,single,WORK,0
6.9,7.2,6.3,7.0,52,2,single,DEPENDENT,0
7.9,6.7,6.4,5.1,20,1,single,WORK,0
5.5,5.8,4.4,7.9,48,3,married,WORK,0
5.1,5.4,6.8,4.8,21,5,married,STUDENT,0
6.8,5.3,6.6,6.7,31,2,married,WORK,0
6.2,7.4,6.9,7.1,44,5,married,STUDENT,0
7.9,7.7,7.4,7.5,22,1,single,WORK,1
5.8,6.0,6.1,7.0,29,1,single,DEPENDENT,0
5.2,5.1,6.6,5.9,33,0,single,WORK,0
7.1,6.8,6.7,7.1,38,7,married,STUDENT,0
7.6,7.2,7.4,7.6,47,1,single,STUDENT,1
5.7,6.1,6.0,7.2,21,0,married,DEPENDENT,1
